,value,return,cumulate_return
2021-05-20 10:00:00,1.074402776394018,-0.05530409105531353,342.6179686313646
2021-05-20 10:30:00,-27.561829737103693,-0.01854152321235647,342.5994271081522
2021-05-20 11:00:00,7.553768962143462,3.5955095029718684,346.1949366111241
2021-05-20 11:30:00,-27.643387321520844,0.616803477999472,346.8117400891236
2021-05-20 13:30:00,-1.3842468267358499,0.16064149237781677,346.9723815815014
2021-05-20 14:00:00,1.13713107405425,0.4975902967956557,347.46997187829703
2021-05-20 14:30:00,-228.664002875496,0.01572399622204612,347.4856958745191
2021-05-20 15:00:00,108.86438910278649,9.532824458526079,357.01852033304516
2021-05-21 10:00:00,267.2782293811479,9.635383167903797,366.65390350094896
2021-05-21 10:30:00,-17.218779401932757,-4.102384961236567,362.5515185397124
2021-05-21 11:00:00,-113.8635702594793,2.0853014222916144,364.636819962004
