,time,mkt,code,K,S,T,CorP
35084,2021-05-06 11:00:00,0.1128,510050C2112A03700,3.7,3.44329944,0.6190476190476191,1
35085,2021-05-06 11:00:00,0.2698,510050C2112A03300,3.3,3.44329944,0.6190476190476191,1
35086,2021-05-06 11:00:00,0.2149,510050P2109M03500,3.5,3.44329944,0.3809523809523809,0
35087,2021-05-06 11:00:00,0.2318,510050C2109M03300,3.3,3.44329944,0.3809523809523809,1
35088,2021-05-06 11:00:00,0.3291,510050P2112A03600,3.6,3.44329944,0.6190476190476191,0
35089,2021-05-06 11:00:00,0.89,510050P2109M04300,4.3,3.44329944,0.3809523809523809,0
35090,2021-05-06 11:00:00,0.002,510050P2105M03100,3.1,3.44329944,0.05555555555555555,0
35091,2021-05-06 11:00:00,0.1663,510050P2112A03300,3.3,3.44329944,0.6190476190476191,0
35092,2021-05-06 11:00:00,0.3476,510050P2109M03700,3.7,3.44329944,0.3809523809523809,0
35093,2021-05-06 11:00:00,0.4415,510050C2105M03000,3.0,3.44329944,0.05555555555555555,1
35094,2021-05-06 11:00:00,0.63,510050P2106M04100,4.1,3.44329944,0.13095238095238096,0
35095,2021-05-06 11:00:00,0.125,510050P2112A03200,3.2,3.44329944,0.6190476190476191,0
35096,2021-05-06 11:00:00,0.0111,510050C2109M04400,4.4,3.44329944,0.3809523809523809,1
35097,2021-05-06 11:00:00,0.032,510050P2109M03000,3.0,3.44329944,0.3809523809523809,0
35098,2021-05-06 11:00:00,0.1438,510050C2112A03600,3.6,3.44329944,0.6190476190476191,1
35099,2021-05-06 11:00:00,0.4464,510050C2109M03000,3.0,3.44329944,0.3809523809523809,1
35100,2021-05-06 11:00:00,0.0794,510050C2105M03400,3.4,3.44329944,0.05555555555555555,1
35101,2021-05-06 11:00:00,0.0038,510050C2105M03700,3.7,3.44329944,0.05555555555555555,1
35102,2021-05-06 11:00:00,0.0134,510050P2105M03300,3.3,3.44329944,0.05555555555555555,0
35103,2021-05-06 11:00:00,0.0025,510050C2106M04400,4.4,3.44329944,0.13095238095238096,1
35104,2021-05-06 11:00:00,0.2935,510050C2109M03200,3.2,3.44329944,0.3809523809523809,1
35105,2021-05-06 11:00:00,0.0507,510050P2109M03100,3.1,3.44329944,0.3809523809523809,0
35106,2021-05-06 11:00:00,0.402,510050P2112A03700,3.7,3.44329944,0.6190476190476191,0
